row_id,icd9_code,short_title,long_title,charlson_puntaje
9086,80359,Opn skull fx NEC-concuss,"Other open skull fracture without mention of intracranial injury, with concussion, unspecified",6
9087,80360,Opn skl fx NEC/cereb lac,"Other open skull fracture with cerebral laceration and contusion, unspecified state of consciousness",6
9088,80361,Opn skul fx NEC w/o coma,"Other open skull fracture with cerebral laceration and contusion, with no loss of consciousness",6
9089,80362,Opn skul fx NEC-brf coma,"Other open skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",6
9090,80363,Opn skul fx NEC-mod coma,"Other open skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",6
9091,80364,Opn skl fx NEC-proln com,"Other open skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9092,80365,Opn skl fx NEC-deep coma,"Other open skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",6
9093,80366,Opn skul fx NEC-coma NOS,"Other open skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration",6
9094,80369,Opn skull fx NEC-concuss,"Other open skull fracture with cerebral laceration and contusion, with concussion, unspecified",6
9095,80370,Opn skl fx NEC/menin hem,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",6
9096,80371,Opn skul fx NEC w/o coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",6
9097,80372,Opn skul fx NEC-brf coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",6
9098,80373,Opn skul fx NEC-mod coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",6
9099,80374,Opn skl fx NEC-prol coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9100,80375,Opn skl fx NEC-deep coma,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",6
9101,80376,Opn skul fx NEC-coma NOS,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",6
9102,80379,Opn skull fx NEC-concuss,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",6
9103,80380,Opn skull fx NEC/hem NEC,"Other open skull fracture with other and unspecified intracranial hemorrhage, unspecified state of consciousness",6
9104,80381,Opn skul fx NEC w/o coma,"Other open skull fracture with other and unspecified intracranial hemorrhage, with no loss of consciousness",6
9105,80382,Opn skul fx NEC-brf coma,"Other open skull fracture with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",6
9106,80383,Opn skul fx NEC-mod coma,"Other open skull fracture with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",6
9107,80384,Opn skl fx NEC-prol coma,"Other open skull fracture with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9108,80385,Opn skl fx NEC-deep coma,"Other open skull fracture with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",6
9109,80386,Opn skul fx NEC-coma NOS,"Other open skull fracture with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",6
9110,80389,Opn skull fx NEC-concuss,"Other open skull fracture with other and unspecified intracranial hemorrhage, with concussion, unspecified",6
9111,80390,Op skl fx NEC/br inj NEC,"Other open skull fracture with intracranial injury of other and unspecified nature, unspecified state of consciousness",6
9112,80391,Opn skul fx NEC w/o coma,"Other open skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness",6
9113,80392,Opn skul fx NEC-brf coma,"Other open skull fracture with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",6
9114,80393,Opn skul fx NEC-mod coma,"Other open skull fracture with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",6
9115,85202,Subarach hem-brief coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",6
9116,85203,Subarach hem-mod coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",6
9117,85204,Subarach hem-prolng coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9118,85205,Subarach hem-deep coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",6
9119,85206,Subarach hem-coma NOS,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",6
9120,85209,Subarach hem-concussion,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",6
9121,85210,Subarach hem w opn wound,"Subarachnoid hemorrhage following injury with open intracranial wound, unspecified state of consciousness",6
9122,85211,Opn subarach hem-no coma,"Subarachnoid hemorrhage following injury with open intracranial wound, with no loss of consciousness",6
9123,85212,Op subarach hem-brf coma,"Subarachnoid hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",6
9124,85213,Op subarach hem-mod coma,"Subarachnoid hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",6
9125,85214,Op subarach hem-prol com,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",6
9126,85215,Op subarach hem-deep com,"Subarachnoid hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",6
9127,85216,Op subarach hem-coma NOS,"Subarachnoid hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",6
9128,85219,Opn subarach hem-concuss,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified",6
9129,85220,Traumatic subdural hem,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",6
9130,85221,Subdural hem w/o coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",6
9131,85222,Subdural hem-brief coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",6
9132,85223,Subdural hemorr-mod coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",6
9133,85224,Subdural hem-prolng coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9134,85225,Subdural hem-deep coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",6
9135,85226,Subdural hemorr-coma NOS,"Subdural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",6
9136,85229,Subdural hem-concussion,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",6
9137,85230,Subdural hem w opn wound,"Subdural hemorrhage following injury with open intracranial wound, unspecified state of consciousness",6
9138,85231,Open subdur hem w/o coma,"Subdural hemorrhage following injury with open intracranial wound, with no loss of consciousness",6
9139,85232,Opn subdur hem-brf coma,"Subdural hemorrhage following injury with open intracranial wound, with brief [less than one hour] loss of consciousness",6
9140,85233,Opn subdur hem-mod coma,"Subdural hemorrhage following injury with open intracranial wound, with moderate [1-24 hours] loss of consciousness",6
9141,85234,Opn subdur hem-prol coma,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9142,85235,Opn subdur hem-deep coma,"Subdural hemorrhage following injury with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",6
9143,85236,Opn subdur hem-coma NOS,"Subdural hemorrhage following injury with open intracranial wound, with loss of consciousness of unspecified duration",6
9144,85239,Opn subdur hem-concuss,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified",6
9145,85240,Traumatic extradural hem,"Extradural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",6
9146,85241,Extradural hem w/o coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",6
9147,85242,Extradur hem-brief coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",6
9148,85243,Extradural hem-mod coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",6
9149,85244,Extradur hem-proln coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9150,85245,Extradural hem-deep coma,"Extradural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",6
9151,85246,Extradural hem-coma NOS,"Extradural hemorrhage following injury without mention of open intracranial wound, with loss of consciousness of unspecified duration",6
9152,85249,Extadural hem-concuss,"Extradural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",6
9153,71742,Derange ant lat meniscus,Derangement of anterior horn of lateral meniscus,6
9154,71743,Derang post lat meniscus,Derangement of posterior horn of lateral meniscus,6
9155,71749,Derang lat meniscus NEC,Other derangement of lateral meniscus,6
9156,7175,Derangement meniscus NEC,"Derangement of meniscus, not elsewhere classified",6
9157,7176,Loose body in knee,Loose body in knee,6
9158,7177,Chondromalacia patellae,Chondromalacia of patella,6
9159,71781,Old disrupt lat collat,Old disruption of lateral collateral ligament,6
9160,71782,Old disrupt med collat,Old disruption of medial collateral ligament,6
9161,71783,Old disrupt ant cruciate,Old disruption of anterior cruciate ligament,6
9162,71784,Old disrupt post cruciat,Old disruption of posterior cruciate ligament,6
9163,71785,Old disrupt knee lig NEC,Old disruption of other ligaments of knee,6
9164,71789,Int derangement knee NEC,Other internal derangement of knee,6
9165,7179,Int derangement knee NOS,Unspecified internal derangement of knee,6
9166,71800,Artic cartil dis-unspec,"Articular cartilage disorder, site unspecified",6
9167,71801,Artic cartil dis-shlder,"Articular cartilage disorder, shoulder region",6
9168,71802,Artic cartil dis-up/arm,"Articular cartilage disorder, upper arm",6
9169,71803,Artic cartil dis-forearm,"Articular cartilage disorder, forearm",6
9170,71804,Artic cartil dis-hand,"Articular cartilage disorder, hand",6
9171,71805,Artic cartil dis-pelvis,"Articular cartilage disorder, pelvic region and thigh",6
9172,71807,Artic cartil dis-ankle,"Articular cartilage disorder, ankle and foot",6
9173,71808,Artic cartil dis-jt NEC,"Articular cartilage disorder, other specified sites",6
9174,71809,Artic cartil dis-mult jt,"Articular cartilage disorder, multiple sites",6
9175,71810,Loose body-unspec,"Loose body in joint, site unspecified",6
9176,71811,Loose body-shlder,"Loose body in joint, shoulder region",6
9177,71812,Loose body-up/arm,"Loose body in joint, upper arm",6
9178,71813,Loose body-forearm,"Loose body in joint, forearm",6
9179,71814,Loose body-hand,"Loose body in joint, hand",6
9180,71815,Loose body-pelvis,"Loose body in joint, pelvic region and thigh",6
9181,71817,Loose body-ankle,"Loose body in joint, ankle and foot",6
9182,71818,Loose body-joint NEC,"Loose body in joint, other specified sites",6
9183,71819,Loose body-mult joints,"Loose body in joint, multiple sites",6
9184,71820,Pathol dislocat-unspec,"Pathological dislocation of joint, site unspecified",6
9185,71821,Pathol dislocat-shlder,"Pathological dislocation of joint, shoulder region",6
9186,71822,Pathol dislocat-up/arm,"Pathological dislocation of joint, upper arm",6
9187,71823,Pathol dislocat-forearm,"Pathological dislocation of joint, forearm",6
9188,71824,Pathol dislocat-hand,"Pathological dislocation of joint, hand",6
9189,71825,Pathol dislocat-pelvis,"Pathological dislocation of joint, pelvic region and thigh",6
9190,71826,Pathol dislocat-l/leg,"Pathological dislocation of joint, lower leg",6
9191,71827,Pathol dislocat-ankle,"Pathological dislocation of joint, ankle and foot",6
9192,71828,Pathol dislocat-jt NEC,"Pathological dislocation of joint, other specified sites",6
9193,71829,Pathol dislocat-mult jts,"Pathological dislocation of joint, multiple sites",6
9194,71830,Recur dislocat-unspec,"Recurrent dislocation of joint, site unspecified",6
9195,71831,Recur dislocat-shlder,"Recurrent dislocation of joint, shoulder region",6
9196,71832,Recur dislocat-up/arm,"Recurrent dislocation of joint, upper arm",6
9197,71833,Recur dislocat-forearm,"Recurrent dislocation of joint, forearm",6
9198,71834,Recur dislocat-hand,"Recurrent dislocation of joint, hand",6
9199,71835,Recur dislocat-pelvis,"Recurrent dislocation of joint, pelvic region and thigh",6
9200,71836,Recur dislocat-l/leg,"Recurrent dislocation of joint, lower leg",6
9201,71837,Recur dislocat-ankle,"Recurrent dislocation of joint, ankle and foot",6
9202,71838,Recur dislocat-jt NEC,"Recurrent dislocation of joint, other specified sites",6
9203,71839,Recur dislocat-mult jts,"Recurrent dislocation of joint, multiple sites",6
9204,71840,Jt contracture-unspec,"Contracture of joint, site unspecified",6
9205,71841,Jt contracture-shlder,"Contracture of joint, shoulder region",6
9206,71842,Jt contracture-up/arm,"Contracture of joint, upper arm",6
9207,71843,Jt contracture-forearm,"Contracture of joint, forearm",6
9208,71844,Jt contracture-hand,"Contracture of joint, hand",6
9209,71845,Jt contracture-pelvis,"Contracture of joint, pelvic region and thigh",6
9210,71846,Jt contracture-l/leg,"Contracture of joint, lower leg",6
9211,71847,Jt contracture-ankle,"Contracture of joint, ankle and foot",6
9212,71848,Jt contracture-jt NEC,"Contracture of joint, other specified sites",6
9213,71849,Jt contracture-mult jts,"Contracture of joint, multiple sites",6
9214,71850,Ankylosis-unspec,"Ankylosis of joint, site unspecified",6
9215,71851,Ankylosis-shoulder,"Ankylosis of joint, shoulder region",6
9216,71852,Ankylosis-upper/arm,"Ankylosis of joint, upper arm",6
9217,71853,Ankylosis-forearm,"Ankylosis of joint, forearm",6
9218,71854,Ankylosis-hand,"Ankylosis of joint, hand",6
9219,71855,Ankylosis-pelvis,"Ankylosis of joint, pelvic region and thigh",6
9220,71856,Ankylosis-lower/leg,"Ankylosis of joint, lower leg",6
9221,71857,Ankylosis-ankle,"Ankylosis of joint, ankle and foot",6
9222,71858,Ankylosis-joint NEC,"Ankylosis of joint, other specified sites",6
9223,71859,Ankylosis-mult joints,"Ankylosis of joint, multiple sites",6
9224,71865,Protrusio acetabuli NOS,"Unspecified intrapelvic protrusion of acetabulum, pelvic region and thigh",6
9225,71870,Dev dislocat jt site NOS,"Developmental dislocation of joint, site unspecified",6
9226,71871,Dev dislocat joint-shldr,"Developmental dislocation of joint, shoulder region",6
9227,71872,Dev dislocat jt-up/arm,"Developmental dislocation of joint, upper arm",6
9228,71873,Dev dislocat jt-forearm,"Developmental dislocation of joint, forearm",6
9229,71874,Dev dislocat joint-hand,"Developmental dislocation of joint, hand",6
9230,71875,Dev dis jt-pelvic/thigh,"Developmental dislocation of joint, pelvic region and thigh",6
9231,71876,Dev disloc jt-lower leg,"Developmental dislocation of joint, lower leg",6
9232,71877,Dev disloc jt-ankle/foot,"Developmental dislocation of joint, ankle and foot",6
9233,71878,Dev disloc jt-site NEC,"Developmental dislocation of joint, other specified sites",6
9234,71879,Dev disloc jt-mult sites,"Developmental dislocation of joint, multiple sites",6
9235,77431,Neonat jaund in oth dis,Neonatal jaundice due to delayed conjugation in diseases classified elsewhere,6
9236,77439,Delay conjugat jaund NEC,Other neonatal jaundice due to delayed conjugation from other causes,6
9237,7744,Fetal/neonatal hepatitis,Perinatal jaundice due to hepatocellular damage,6
9238,7745,Perinatal jaundice NEC,Perinatal jaundice from other causes,6
9239,7746,Fetal/neonatal jaund NOS,Unspecified fetal and neonatal jaundice,6
9240,7747,NB kernicterus,Kernicterus of fetus or newborn not due to isoimmunization,6
9241,7750,Infant diabet mother syn,"Syndrome of ""infant of a diabetic mother""",6
9242,7751,Neonat diabetes mellitus,Neonatal diabetes mellitus,6
9243,7752,Neonat myasthenia gravis,Neonatal myasthenia gravis,6
9244,7753,Neonatal thyrotoxicosis,Neonatal thyrotoxicosis,6
9245,7754,Hypocalcem/hypomagnes NB,Hypocalcemia and hypomagnesemia of newborn,6
9246,7755,Neonatal dehydration,Other transitory neonatal electrolyte disturbances,6
9247,7756,Neonatal hypoglycemia,Neonatal hypoglycemia,6
9248,7757,Late metab acidosis NB,Late metabolic acidosis of newborn,6
9249,77581,NB acidosis NEC,Other acidosis of newborn,6
9250,77589,Neonat endo/met dis NEC,Other neonatal endocrine and metabolic disturbances,6
9251,7759,Transient met dis NB NOS,Unspecified endocrine and metabolic disturbances specific to the fetus and newborn,6
9252,7760,NB hemorrhagic disease,Hemorrhagic disease of newborn,6
9253,7761,Neonatal thrombocytopen,Transient neonatal thrombocytopenia,6
9254,7762,Dissem intravasc coag NB,Disseminated intravascular coagulation in newborn,6
9255,7763,Oth neonatal coag dis,Other transient neonatal disorders of coagulation,6
9256,7764,Polycythemia neonatorum,Polycythemia neonatorum,6
9257,7765,Congenital anemia,Congenital anemia,6
9258,7766,Anemia of prematurity,Anemia of prematurity,6
9259,7767,Neonatal neutropenia,Transient neonatal neutropenia,6
9260,7768,Transient hemat dis NEC,Other specified transient hematological disorders of fetus or newborn,6
9261,7769,NB hematological dis NOS,Unspecified hematological disorder specific to newborn,6
9262,7771,Meconium obstruction,Meconium obstruction in fetus or newborn,6
9263,7772,Intest obst-inspiss milk,Intestinal obstruction in newborn due to inspissated milk,6
9264,7773,Swallowed blood syndrome,Hematemesis and melena of newborn due to swallowed maternal blood,6
9265,7774,Transitory ileus of NB,Transitory ileus of newborn,6
9266,77750,Nec enterocoltis NB NOS,"Necrotizing enterocolitis in newborn, unspecified",6
9267,77751,Stg I nec enterocol NB,Stage I necrotizing enterocolitis in newborn,6
9268,77752,Stg II nec enterocol NB,Stage II necrotizing enterocolitis in newborn,6
9269,77753,Stg III nec enterocol NB,Stage III necrotizing enterocolitis in newborn,6
9270,7776,Perinatal intest perfor,Perinatal intestinal perforation,6
9271,7778,Perinat GI sys dis NEC,Other specified perinatal disorders of digestive system,6
9272,7779,Perinat GI sys dis NOS,Unspecified perinatal disorder of digestive system,6
9273,7780,Hydrops fetalis no isoim,Hydrops fetalis not due to isoimmunization,6
9274,7781,Sclerema neonatorum,Sclerema neonatorum,6
9275,7782,NB cold injury syndrome,Cold injury syndrome of newborn,6
9276,7783,NB hypothermia NEC,Other hypothermia of newborn,6
9277,80394,Opn skl fx NEC-prol coma,"Other open skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9278,80395,Opn skl fx NEC-deep coma,"Other open skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",6
9279,80396,Opn skul fx NEC-coma NOS,"Other open skull fracture with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",6
9280,80399,Opn skull fx NEC-concuss,"Other open skull fracture with intracranial injury of other and unspecified nature, with concussion, unspecified",6
9281,80400,Cl skul fx w oth bone fx,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, unspecified state of consciousness",6
9282,80401,Cl skl w oth fx w/o coma,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, with no loss of consciousness",6
9283,80402,Cl skl w oth fx-brf coma,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, with brief [less than one hour] loss of consciousness",6
9284,80403,Cl skl w oth fx-mod coma,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",6
9285,80404,Cl skl/oth fx-proln coma,"Closed fractures involving skull or face with other bones, without mention or intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",6
9286,80405,Cl skul/oth fx-deep coma,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",6
9287,80406,Cl skl w oth fx-coma NOS,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with loss of consciousness of unspecified duration",6
9288,80409,Cl skul w oth fx-concuss,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with concussion, unspecified",6
9289,80410,Cl sk w oth fx/cereb lac,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, unspecified state of consciousness",6
9290,86382,"Pancreas, body inj-close","Injury to pancreas, body, without mention of open wound into cavity",6
9291,86383,"Pancreas, tail inj-close","Injury to pancreas, tail, without mention of open wound into cavity",6
9292,86384,Pancreas injury NOS-clos,"Injury to pancreas, multiple and unspecified sites, without mention of open wound into cavity",6
9293,86385,Appendix injury-closed,"Injury to appendix, without mention of open wound into cavity",6
9294,86389,GI injury NEC-closed,"Injury to other gastrointestinal sites, without mention of open wound into cavity",6
9295,86390,GI injury NOS-open,"Injury to gastrointestinal tract, unspecified site, with open wound into cavity",6
9296,86391,"Pancreas, head inj-open","Injury to pancreas, head, with open wound into cavity",6
9297,86392,"Pancreas, body inj-open","Injury to pancreas, body, with open wound into cavity",6
9298,86393,"Pancreas, tail inj-open","Injury to pancreas, tail, with open wound into cavity",6
9299,86394,Pancreas injury NOS-open,"Injury to pancreas, multiple and unspecified sites, with open wound into cavity",6
9300,86395,Appendix injury-open,"Injury to appendix, with open wound into cavity",6
9301,86399,GI injury NEC-open,"Injury to other gastrointestinal sites, with open wound into cavity",6
9302,86400,Liver injury NOS-closed,"Injury to liver without mention of open wound into cavity, unspecified injury",6
9303,86401,Liver hematoma/contusion,"Injury to liver without mention of open wound into cavity, hematoma and contusion",6
9304,86402,"Liver laceration, minor","Injury to liver without mention of open wound into cavity, laceration, minor",6
9305,86403,"Liver laceration, mod","Injury to liver without mention of open wound into cavity, laceration, moderate",6
9306,86404,"Liver laceration, major","Injury to liver without mention of open wound into cavity, laceration, major",6
9307,86405,Liver lacerat unspcf cls,"Injury to liver without mention of open wound into cavity laceration, unspecified",6
9308,86409,Liver injury NEC-closed,Other injury to liver without mention of open wound into cavity,6
9309,86410,Liver injury NOS-open,"Injury to liver with open wound into cavity, unspecified injury",6
9310,94140,Deep 3 deg burn head NOS,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, face and head, unspecified site",6
9311,94141,Deep 3rd deg burn ear,"Deep necrosis of underlying tissues [deep third degree]) without mention of loss of a body part, ear [any part]",6
9312,94142,Deep 3rd deg burn eye,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of eye (with other parts of face, head, and neck)",6
9313,94143,Deep 3rd deg burn lip,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of lip(s)",6
9314,94144,Deep 3rd deg burn chin,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of chin",6
9315,94145,Deep 3rd deg burn nose,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of nose (septum)",6
9316,94146,Deep 3rd deg burn scalp,Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part of scalp [any part],6
9317,94147,Deep 3rd burn face NEC,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of forehead and cheek",6
9318,94148,Deep 3rd deg burn neck,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of neck",6
9319,94149,Deep 3 deg brn head-mult,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple sites [except with eye] of face, head, and neck",6
9320,94150,3rd burn w loss-head NOS,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of face and head, unspecified site",6
9321,94151,3rd deg burn w loss-ear,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of ear [any part]",6
9322,94152,3rd deg burn w loss-eye,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of eye (with other parts of face, head, and neck)",6
9323,94153,3rd deg burn w loss-lip,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of lip(s)",6
9324,94154,3rd deg burn w loss-chin,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of chin",6
9325,94155,3rd deg burn w loss-nose,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of nose (septum)",6
9326,94156,3rd deg brn w loss-scalp,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of scalp [any part]",6
9327,94157,3rd burn w loss-face NEC,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of forehead and cheek",6
9328,94158,3rd deg burn w loss-neck,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of neck",6
9329,94159,3rd brn w loss-head mult,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple sites [except with eye] of face, head, and neck",6
9330,94200,Burn NOS trunk-unspec,"Burn of unspecified degree of trunk, unspecified site",6
9331,94201,Burn NOS breast,Burn of unspecified degree of breast,6
9332,94202,Burn NOS chest wall,"Burn of unspecified degree of chest wall, excluding breast and nipple",6
9333,94203,Burn NOS abdominal wall,Burn of unspecified degree of abdominal wall,6
9334,94204,Burn NOS back,Burn of unspecified degree of back [any part],6
9335,94205,Burn NOS genitalia,Burn of unspecified degree of genitalia,6
9336,94209,Burn NOS trunk NEC,Burn of unspecified degree of other and multiple sites of trunk,6
9337,94210,1st deg burn trunk NOS,"Erythema [first degree] of trunk, unspecified site",6
9338,94211,1st deg burn breast,Erythema [first degree] of breast,6
9339,94212,1st deg burn chest wall,"Erythema [first degree] of chest wall, excluding breast and nipple",6
9340,94213,1st deg burn abdomn wall,Erythema [first degree] of abdominal wall,6
9341,94214,1st deg burn back,Erythema [first degree] of back [any part],6
9342,94215,1st deg burn genitalia,Erythema [first degree] of genitalia,6
9343,94219,1st deg burn trunk NEC,Erythema [first degree] of other and multiple sites of trunk,6
9344,94220,2nd deg burn trunk NOS,"Blisters, epidermal loss [second degree] of trunk, unspecified site",6
9345,94221,2nd deg burn breast,"Blisters, epidermal loss [second degree] of breast",6
9346,94222,2nd deg burn chest wall,"Blisters, epidermal loss [second degree] of chest wall, excluding breast and nipple",6
9347,94223,2nd deg burn abdomn wall,"Blisters, epidermal loss [second degree] of abdominal wall",6
9348,94224,2nd deg burn back,"Blisters, epidermal loss [second degree] of back [any part]",6
9349,94225,2nd deg burn genitalia,"Blisters, epidermal loss [second degree] of genitalia",6
9350,94229,2nd deg burn trunk NEC,"Blisters, epidermal loss [second degree] of other and multiple sites of trunk",6
9351,78904,Abdmnal pain lt lwr quad,"Abdominal pain, left lower quadrant",6
9352,78905,Abdmnal pain periumbilic,"Abdominal pain, periumbilic",6
9353,78906,Abdmnal pain epigastric,"Abdominal pain, epigastric",6
9354,78907,Abdmnal pain generalized,"Abdominal pain, generalized",6
9355,78909,Abdmnal pain oth spcf st,"Abdominal pain, other specified site",6
9356,7891,Hepatomegaly,Hepatomegaly,6
9357,7892,Splenomegaly,Splenomegaly,6
9358,78930,Abdmnal mass unspcf site,"Abdominal or pelvic swelling, mass, or lump, unspecified site",6
9359,78931,Abdmnal mass rt upr quad,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant",6
9360,78932,Abdmnal mass lft up quad,"Abdominal or pelvic swelling, mass, or lump, left upper quadrant",6
9361,78933,Abdmnal mass rt lwr quad,"Abdominal or pelvic swelling, mass, or lump, right lower quadrant",6
9362,78934,Abdmnal mass lt lwr quad,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant",6
9363,78935,Abdmnal mass periumbilic,"Abdominal or pelvic swelling, mass, or lump, periumbilic",6
9364,78936,Abdmnal mass epigastric,"Abdominal or pelvic swelling, mass, or lump, epigastric",6
9365,78937,Abdmnal mass generalized,"Abdominal or pelvic swelling, mass, or lump, generalized",6
9366,78939,Abdmnal mass oth spcf st,"Abdominal or pelvic swelling, mass, or lump, other specified site",6
9367,78940,Abdmnal rgdt unspcf site,"Abdominal rigidity, unspecified site",6
9368,78941,Abdmnal rgdt rt upr quad,"Abdominal rigidity, right upper quadrant",6
9369,78942,Abdmnal rgdt lft up quad,"Abdominal rigidity, left upper quadrant",6
